Frequency,Signal To Noise,Max Magnitude,Avg dBm,Average Phase,Entropy,PSD,Amplitude,RMS,Classification
1047858947,0.045165215,466.00797,35.26,-211.15123,5.178587108213582,-7.3225856,232.51021,183.15846,Jamming
100000000,0.029440021,1.3465824,-11.49,-11.408326,4.265391930309177,-6.5861177,0.62030184,0.84261763,Safe
562894001,0.00023400286,1456.9062,43.04,286.0653,4.953156632438578,-7.0941978,726.5081,448.69818,Jamming
100000000,0.026680347,1.3423688,-11.66,-8.822168,4.331309345409594,-6.732372,0.6382287,0.8255855,Safe
1818567260,0.00025988734,764.6549,38.88,55.931744,5.088468331588681,-7.0994625,380.99176,278.10028,Jamming
70000000,0.0033033462,1.2905632,-11.76,5.84181,4.185613029575694,-6.7347994,0.5844399,0.81654304,Safe
100000000,0.2549174,1.318328,-11.75,-19.337788,4.3226785730682415,-6.7864943,0.6181198,0.8173137,Safe
100000000,0.04022784,1.2746366,-11.67,0.25681567,4.369500399423334,-6.598607,0.59295714,0.8247341,Safe
160000000,0.036852367,1.3592331,-11.91,4.1020293,4.3306173178256,-6.708106,0.6270289,0.80290884,Safe
1235036006,0.0004022493,1001.0309,37.06,-31.155807,4.685359344494466,-7.499161,500.13782,225.41545,Jamming
140000000,0.008641969,1.3649436,-11.93,3.6417987,4.3226791324863605,-6.742307,0.61988324,0.8010379,Safe
100000000,0.049969036,1.3542234,-11.52,38.75047,4.28265386855756,-6.674981,0.65184814,0.83920634,Safe
1520598781,0.067140624,1622.0396,38.16,-5.7008147,4.155994381288346,-7.8573704,809.9942,255.9335,Jamming
70000000,0.11774387,1.3286802,-11.69,-5.270981,4.275857847668091,-6.5955153,0.5797593,0.8232506,Safe
492963231,0.00021795438,1064.0195,39.14,198.10258,4.8353060519836,-7.199887,531.335,286.38232,Jamming
70000000,0.028819826,1.372402,-11.79,17.041592,4.265392995206032,-6.6268897,0.65836245,0.8141966,Safe
1352938722,2.1226442e-05,1774.9884,44.56,-121.820915,4.935572391514627,-7.0561256,883.09674,534.37384,Jamming
120000000,0.09347574,1.3940685,-11.37,4.5121894,4.391993469095713,-6.656365,0.6498194,0.8537149,Safe
1390528053,0.07415713,1776.9128,35.36,-19.454952,2.9659979702533223,-8.860058,888.18024,185.3789,Jamming
140000000,0.038791865,1.2735596,-11.72,12.469166,4.326077054727704,-6.576501,0.61587334,0.82013327,Safe
453854778,0.00012166235,802.0264,35.13,-198.68086,4.742830857671042,-7.7647114,400.7035,180.54543,Jamming
120000000,0.031937394,1.350163,-12.12,-12.411283,4.237666641118102,-6.830403,0.6107087,0.783876,Safe
505838435,0.04422134,361.97305,35.39,1913.627,4.943245467997553,-7.481575,178.87201,186.02884,Jamming
100000000,0.0021361026,1.3187824,-11.98,-1.444174,4.312214125288337,-6.621105,0.58111435,0.7957552,Safe
1319129474,4.4523636e-05,1081.8707,40.39,836.08026,4.940630472534893,-7.177682,540.3861,330.70523,Jamming
1032460246,0.017073397,2054.4617,42.99,200.4362,4.611565367306875,-7.3929195,1026.6732,446.19208,Jamming
476106270,0.033977203,1619.0828,43.84,127.82566,4.943822730226986,-7.060115,806.90594,491.89413,Jamming
70000000,0.018652663,1.3856597,-11.94,-0.6419757,4.303583549446899,-6.744818,0.6159889,0.8001036,Safe
1651818619,0.21711516,2239.8076,46.95,120.21032,4.972126882246111,-7.035781,1118.0558,704.19916,Jamming
1093670347,0.005192209,2065.396,46.0,196.80688,4.955078049814121,-7.0699453,1030.6896,631.14996,Jamming
100000000,0.036730193,1.3423989,-11.46,0.37094262,4.334706597940809,-6.6277103,0.55216324,0.8452784,Safe
1142792996,0.03468192,2340.1938,36.79,-63.792828,3.358007698747377,-8.475073,1169.927,218.50345,Jamming
772496774,0.00014961832,618.3125,37.52,7179.5483,5.092239859947282,-7.1716537,308.61798,237.66913,Jamming
457171836,0.0045675067,3018.3032,46.84,-69.467255,4.676100081684369,-7.310257,1506.8805,695.2107,Jamming
90000000,0.10886262,1.2903105,-11.59,5.484866,4.331308905882496,-6.7596526,0.5933151,0.8324832,Safe
140000000,0.04049764,1.384357,-11.61,-4.339397,4.300185684806461,-6.6518292,0.5998986,0.83119655,Safe
731219538,9.5777024e-05,577.1862,36.94,3006.364,5.060143793447501,-7.234064,287.62692,222.37584,Jamming
100000000,0.07017274,1.2873138,-11.82,0.21310821,4.386761022448378,-6.6739483,0.555508,0.8106471,Safe
140000000,0.002722868,1.2765328,-12.06,-3.0869355,4.26722682623189,-6.7314696,0.62910056,0.7886069,Safe
140000000,0.023996145,1.321489,-11.54,-8.599044,4.331309696424039,-6.588734,0.64829296,0.83735406,Safe
514120075,0.14659776,832.35443,37.84,45.345734,4.9167320022062295,-7.245018,415.43274,246.53658,Jamming
160000000,0.024906851,1.286962,-11.78,18.823149,4.322679314856021,-6.584302,0.61256987,0.8142582,Safe
911262781,0.06568038,491.7978,35.21,-330.70273,5.106494199576631,-7.4080067,245.45163,182.1602,Jamming
1055144075,2.6921325e-05,299.329,35.11,9484.178,4.721706945180947,-7.664817,147.25726,180.07928,Jamming
742713389,3.2098484e-05,897.25885,38.25,121.01428,4.914686420085378,-7.217188,448.1894,258.52316,Jamming
90000000,0.022577971,1.4102249,-11.76,-12.244546,4.397226004672024,-6.7050495,0.6819009,0.81665516,Safe
90000000,0.011539634,1.32568,-11.59,14.653438,4.283505891590643,-6.628804,0.63649553,0.83258104,Safe
1386821539,3.6240342e-06,1230.8152,39.91,38.8269,4.770211828283111,-7.2471633,614.78864,312.83145,Jamming
90000000,0.06409568,1.3616884,-11.75,-13.348442,4.3313090621503125,-6.6725907,0.6461085,0.8178686,Safe
1024191568,0.00056427746,1221.998,41.54,236.13766,4.965712226029825,-7.0636697,609.53015,377.59195,Jamming
936796452,0.00032459793,1876.4923,45.76,125.85316,5.018815259320591,-6.984539,937.0265,613.4618,Jamming
819117854,0.023699572,2168.8315,42.26,268.3233,4.468528096805635,-7.526037,1083.7382,410.2666,Jamming
1884021179,0.12945569,1425.8434,35.4,131.02065,3.303951410799172,-8.650002,712.4802,186.25801,Jamming
438932549,0.00022779056,1477.3195,42.21,-90.55567,4.853839375360547,-7.141868,736.4184,407.7902,Jamming
783666468,9.267078e-05,349.83167,35.4,4937.754,4.952324204727146,-7.456971,170.79083,186.29385,Jamming
70000000,0.015657086,1.2413291,-11.8,11.997592,4.341774395915292,-6.591526,0.60495067,0.81284535,Safe
1046214371,1.384563,887.1479,38.93,807.5637,4.967170978589607,-7.2173734,442.8878,279.44016,Jamming
467819500,0.0554045,1809.7283,39.16,-65.64212,4.207139985469097,-7.7990646,904.5173,287.03452,Jamming
120000000,0.012303758,1.3545433,-11.52,0.45058677,4.201309669806363,-6.695919,0.6421087,0.83945113,Safe
70000000,0.04805603,1.3560393,-11.62,-14.031478,4.237667477579428,-6.729948,0.5959997,0.82987964,Safe
1239448234,0.00064503046,2143.2236,46.9,573.05334,5.015376778435763,-7.0020533,1067.755,700.0612,Jamming
684541655,0.029722836,721.4811,38.5,5564.646,5.107167984816725,-7.1097555,359.85077,265.9616,Jamming
100000000,0.02505407,1.366784,-11.68,-4.1429763,4.334708242974408,-6.733618,0.6022409,0.82376736,Safe
1906793255,0.000109237415,925.49713,37.94,15.649295,4.853095243260165,-7.2276917,461.97397,249.5337,Jamming
616387459,0.07018293,1684.2542,36.96,-112.22448,3.812695667068308,-8.15734,841.4518,222.78244,Jamming
90000000,0.06394927,1.3621298,-11.81,-10.545196,4.265392555066416,-6.7149787,0.62374204,0.81234694,Safe
70000000,0.024154723,1.3644978,-11.83,5.7551656,4.322678867757924,-6.6766987,0.62370175,0.80977756,Safe
100000000,0.16497003,1.3913329,-11.49,-7.8296533,4.256762314696395,-6.6716423,0.66981965,0.8426101,Safe
70000000,0.058294643,1.3275707,-11.88,10.304137,4.312214101793984,-6.650488,0.6003306,0.8049962,Safe
1984240054,0.09341038,1697.5814,35.54,250.46875,3.1942789145874926,-8.690559,848.5731,189.34178,Jamming
120000000,0.0011792047,1.3934222,-11.55,4.4460335,4.33130883305825,-6.7520323,0.63261336,0.8369794,Safe
752929631,0.0005663481,1940.2412,46.05,-213.00613,5.02053066453263,-6.9842563,967.8206,634.90656,Jamming
1144070587,0.023208845,727.12085,38.38,5805.911,5.069118299455296,-7.136425,362.57254,262.54544,Jamming
605408952,0.41948605,374.6508,35.5,4523.757,5.011385420020418,-7.4414806,185.61394,188.30574,Jamming
880977381,9.836657e-06,1426.9972,42.75,-72.355064,4.946007832382613,-7.076024,712.80835,434.1712,Jamming
652136551,0.00014651212,799.4612,35.85,1.7120692,4.79291200961182,-7.521614,399.6014,196.2203,Jamming
140000000,0.004424764,1.3368394,-11.86,18.059334,4.345172612845023,-6.5809155,0.6471593,0.80678475,Safe
120000000,0.018412948,1.4019461,-11.36,-30.957485,4.298350941567018,-6.6206837,0.6677198,0.8552792,Safe
1976201805,2.174416e-05,783.2586,36.51,65.750114,4.872678729989607,-7.3076043,391.08124,211.629,Jamming
70000000,0.009738764,1.275019,-11.76,4.74169,4.3174459719178735,-6.648265,0.59638804,0.8164758,Safe
120000000,0.047716036,1.1919509,-12.43,4.9100223,4.405856794525572,-6.672319,0.5685286,0.7561585,Safe
90000000,0.10650308,1.3553822,-11.74,2.6133163,4.300185437172168,-6.6228905,0.6735169,0.818603,Safe
610906849,0.03378816,1507.8884,43.37,232.11949,4.959641173611206,-7.0563917,752.36755,466.21106,Jamming
551901559,0.07835754,1266.2172,42.04,10.807454,4.977227703691881,-7.051263,632.0202,399.77866,Jamming
653979515,0.017105369,1083.766,41.0,43.24207,5.01471694062834,-7.0022902,540.17914,354.61807,Jamming
1921279533,0.005925913,2908.176,45.1,184.6403,4.512212393151064,-7.4593067,1453.3208,568.77954,Jamming
160000000,0.041979197,1.3414149,-11.32,-0.6537829,4.30358337650331,-6.605455,0.6086695,0.85854435,Safe
633234639,6.109045e-05,425.27554,35.51,5124.126,4.854866252367749,-7.5411882,206.77393,188.5688,Jamming
1915774322,0.00026972342,1207.1936,38.53,2270.933,4.592437928183209,-7.55038,602.7914,266.85,Jamming
160000000,0.04769504,1.3349208,-11.74,-15.213103,4.31744636166453,-6.690219,0.6242747,0.81873816,Safe
1234628932,0.013166335,1533.8058,43.92,282.93503,5.009838448560596,-6.9986973,763.4947,496.8347,Jamming
1068343658,0.0024745113,1853.5011,40.05,320.7306,4.356447562239456,-7.6850886,925.74023,318.1199,Jamming
160000000,0.017769521,1.3178612,-11.75,1.9817543,4.320844115667093,-6.7242994,0.5620519,0.81740624,Safe
607684362,0.103573576,427.51965,35.2,311.5679,5.192508033146852,-7.337713,212.66995,181.92744,Jamming
1282993344,0.044156253,1850.4572,38.9,7.939575,4.118103913946975,-7.852953,924.86914,278.6747,Jamming
1260853080,5.7466474e-05,653.817,35.1,118.296585,4.944267735046294,-7.569927,326.133,179.86656,Jamming
70000000,0.11433637,1.2815565,-11.47,-2.5941114,4.331309326820499,-6.631384,0.6049352,0.84388137,Safe
160000000,0.0034725084,1.32476,-12.3,-5.9949703,4.221969180448535,-6.7934957,0.5940776,0.76762885,Safe
1007919781,0.080985494,1654.355,36.45,-116.729164,3.669546450174949,-8.281664,827.0507,210.1881,Jamming
100000000,0.037746012,1.3458632,-11.54,-11.609066,4.367665243315464,-6.725131,0.6419487,0.8379397,Safe
1408988073,0.8961502,576.9467,36.69,3302.318,5.1085522589122005,-7.311966,288.46054,216.02702,Jamming
704788263,0.5796483,605.67175,36.36,58.587822,5.072281471921528,-7.35055,301.9445,207.87651,Jamming
1622618552,0.00025574584,617.09503,37.62,901.73914,5.109812857335919,-7.154064,308.10443,240.34502,Jamming
1523635911,0.0003587647,841.2382,36.74,106.37433,4.828581348850665,-7.3482795,420.25275,217.32652,Jamming
1612949608,0.00027955946,596.3752,37.38,5430.201,5.106396608103253,-7.167557,297.17136,233.79349,Jamming
1209955193,0.18041608,1873.3472,44.77,474.53912,4.90374976728085,-7.1192794,932.8198,547.6316,Jamming
983260163,0.0729034,1822.3383,35.49,-193.77902,3.0735083845095144,-8.762533,910.9301,188.04723,Jamming
160000000,0.033963844,1.2858473,-11.76,-5.4908056,4.301748985481456,-6.731591,0.601858,0.81672657,Safe
1663748132,0.000113379065,1214.3435,42.02,91.371124,5.023061947441344,-6.9862723,606.5485,398.80212,Jamming
100000000,0.0956945,1.3691248,-11.69,9.842085,4.294952818679386,-6.5847325,0.6319554,0.82288706,Safe
160000000,0.0018007723,1.2957767,-11.71,10.3192,4.293118596278685,-6.662539,0.6064399,0.8210751,Safe
70000000,0.0038930574,1.3876808,-11.43,-6.6996117,4.391993735264732,-6.743084,0.63693017,0.84830034,Safe
1223845390,0.012440564,2470.0032,43.34,-0.6763631,4.466084042114682,-7.5136895,1233.0632,464.63956,Jamming
100000000,0.06282577,1.315952,-11.52,-27.203909,4.301747794448014,-6.6724186,0.62654555,0.83978134,Safe
506315563,6.833842e-05,439.70386,35.81,11294.946,4.967594281731117,-7.402169,217.47687,195.14288,Jamming
909268843,0.04874004,800.2124,38.86,-14.279096,5.06169123826847,-7.0045185,398.6935,277.3051,Jamming
1287284988,3.5296154,371.39542,35.28,1077.8987,5.300441973605835,-7.6293583,185.11662,183.59634,Jamming
874032967,0.00011493218,858.65485,37.48,-121.80916,4.882209325234862,-7.2789507,428.8524,236.51497,Jamming
735656223,0.08210482,1681.0507,35.82,-149.32132,3.400681022078245,-8.510071,839.97705,195.51439,Jamming
1337846770,0.037970807,910.5489,39.46,119.43709,5.016241015768244,-7.0489798,452.46765,297.0728,Jamming
100000000,0.050300665,1.2466385,-11.54,-26.175709,4.386761637466755,-6.524903,0.4992682,0.83781815,Safe
120000000,0.008550514,1.3199891,-11.55,-9.802473,4.391993228413492,-6.7116113,0.6113175,0.83683926,Safe
140000000,0.030769082,1.3606445,-11.74,10.417668,4.3069812019413,-6.703808,0.64536965,0.81869787,Safe
587224683,0.06797301,1735.6382,36.88,11.5790205,3.761329351876412,-8.18565,867.0784,220.90619,Jamming
1065553886,0.1384404,1213.8821,41.33,1520.2247,4.941404379202149,-7.1454396,605.33795,368.63516,Jamming
1769691037,0.0006315717,1490.0109,43.21,22.971878,4.955819463807078,-7.055855,742.9597,457.3661,Jamming
90000000,0.016812451,1.387525,-11.85,2.4397168,4.383363264030028,-6.6775,0.6376049,0.80856377,Safe
100000000,0.010163872,1.3138101,-11.44,-1.2471514,4.320845624636399,-6.616596,0.59870255,0.8470903,Safe
1179003985,0.07378253,572.7498,36.6,-103.0265,5.114011049633533,-7.112573,285.9934,213.85658,Jamming
460059717,7.2480652e-06,738.0603,35.73,118.21702,4.869706876583373,-7.4551206,368.1188,193.37445,Jamming
70000000,0.027475767,1.3701216,-11.82,-7.935092,4.378130482310689,-6.640851,0.67572564,0.81107396,Safe
120000000,0.004623878,1.3829434,-11.61,-5.9333215,4.270624829061589,-6.7506647,0.6677834,0.8303382,Safe
1483066525,0.90680337,1307.5781,40.87,669.8992,4.81114635992925,-7.269199,652.1974,349.70502,Jamming
836681894,5.4877906e-05,811.6641,36.88,-126.73254,4.877920043511772,-7.3476553,405.40286,220.74733,Jamming
90000000,0.030770626,1.3350109,-11.96,-2.3683443,4.275857440503913,-6.7828884,0.63939565,0.7984311,Safe
70000000,0.003330247,1.3264564,-11.5,12.647156,4.260159568984305,-6.6456146,0.6546098,0.8415376,Safe
734144839,6.109045e-05,695.3063,35.1,-110.872986,4.8814582125749855,-7.6883044,347.24033,179.80977,Jamming
100000000,0.031282086,1.2725757,-12.03,-18.465094,4.359035187501211,-6.618278,0.5484076,0.7917573,Safe
140000000,0.04457596,1.299678,-12.13,10.113407,4.312213701094363,-6.724135,0.63897216,0.78255016,Safe
1918267728,0.025831774,1184.8085,41.55,-292.3191,4.986853273789603,-7.0288754,591.9979,377.95312,Jamming
120000000,0.015599826,1.3106163,-11.87,2.4219663,4.303583026196202,-6.7015896,0.63642097,0.8063337,Safe
70000000,0.049727973,1.3002899,-12.08,5.28971,4.312213578244944,-6.7072225,0.61679727,0.78718656,Safe
1541546486,0.007167602,1922.9484,45.04,-20.076262,4.9096681764101096,-7.0758886,958.833,564.9118,Jamming
90000000,0.031474322,1.3569155,-11.48,-12.100404,4.2047077412104885,-6.643407,0.6474859,0.8432915,Safe
70000000,0.080893,1.3511021,-12.64,12.044336,4.274022584528842,-6.7255163,0.61730516,0.73830914,Safe
808584106,0.7151676,809.4936,38.58,257.99094,4.996947649300575,-7.1946187,404.11868,268.5499,Jamming
100000000,0.032105442,1.3038428,-12.67,7.240527,4.364267715877212,-6.734503,0.6050627,0.73533314,Safe
140000000,0.07002909,1.2295512,-11.83,2.875379,4.274021513719672,-6.6494584,0.5561647,0.8096521,Safe
120000000,0.0017914572,1.3481542,-11.67,-1.5189258,4.2428992780258445,-6.605074,0.65919626,0.8254916,Safe
1428960183,0.13793437,2131.6113,46.96,308.86563,5.028854537332275,-6.9931746,1062.2805,704.8099,Jamming
1624812150,0.013198336,2499.393,40.58,164.55333,4.064700185682109,-7.8690424,1248.8485,338.1263,Jamming
1171021998,0.042751826,570.1551,36.29,102.96034,5.098338396362342,-7.0995865,284.57007,206.32788,Jamming
706730170,0.07665792,1608.0996,37.44,-51.000282,4.00245580754892,-7.9996204,802.99457,235.59279,Jamming
1383567404,1.967329e-05,655.9377,35.22,-104.49768,4.947563003590625,-7.5027437,327.54834,182.37029,Jamming
777500164,4.4523636e-05,620.99304,36.3,9178.684,4.828040889347419,-7.503298,309.25253,206.47458,Jamming
70000000,0.026000058,1.3056209,-11.91,1.6657492,4.242206838395771,-6.6944795,0.6025311,0.8024816,Safe
1706784951,0.03971076,1236.4662,42.47,72.651924,5.059335620559146,-6.9713154,616.7483,420.1642,Jamming
120000000,0.088566646,1.3767493,-11.31,-10.641864,4.275857892997934,-6.7895427,0.62336266,0.8597074,Safe
70000000,0.0044868262,1.3606856,-12.01,7.180705,4.2613018178554665,-6.7075763,0.6360141,0.7933537,Safe
1285335849,4.7629925e-05,502.9702,36.57,4495.518,5.098555265125364,-7.227659,250.93016,212.97963,Jamming
1051939139,0.00018741036,724.8509,35.51,-95.13386,4.86894538393549,-7.7504563,361.9772,188.6101,Jamming
721763319,0.0065731653,1805.4982,45.45,-18.061789,5.026825160581697,-6.981247,901.37537,592.4817,Jamming
70000000,0.11941792,1.3865951,-11.6,21.62391,4.284488211954035,-6.7377796,0.60378546,0.8312869,Safe
160000000,0.052571256,1.3601245,-11.99,15.492522,4.400623929008683,-6.816299,0.596869,0.79532015,Safe
958618514,8.80122e-06,426.0362,35.81,5979.8486,4.980980995848064,-7.3853936,211.98053,195.22366,Jamming
100000000,0.00020967129,1.3787806,-11.91,-22.51636,4.364268105305202,-6.712579,0.6852678,0.8024395,Safe
1461646790,0.0001009541,902.02234,39.81,1863.6207,5.0502866842075385,-7.0943108,449.98795,309.3494,Jamming
1680050206,0.00019672891,2045.2644,46.12,127.12394,4.968665679312481,-7.0263896,1021.6992,639.7231,Jamming
560185662,1.7627305,323.96454,35.08,7582.215,5.105971947424396,-7.752959,161.01797,179.46329,Jamming
611691870,0.00033132776,2200.3882,46.45,217.58893,4.937208931658444,-7.0754704,1099.2125,664.19104,Jamming
1663948445,0.15212515,1289.7972,35.43,-110.15573,3.45606723537986,-8.547766,644.591,186.95773,Jamming
100000000,0.07137176,1.3282865,-11.8,3.833594,4.303584069925705,-6.7226577,0.58522516,0.813177,Safe
661841117,0.00016980864,480.40552,36.04,2861.4087,4.983170454642645,-7.374469,239.02211,200.51811,Jamming
100000000,0.04434843,1.2873801,-12.1,18.991417,4.256762093211959,-6.666039,0.62211907,0.784988,Safe
70000000,0.04073819,1.3294214,-11.46,-0.5845275,4.2706243875179375,-6.605641,0.64614385,0.84560573,Safe
1544502987,0.036507905,748.33514,38.54,10.608075,5.095531484383358,-6.997711,372.90698,267.43973,Jamming
140000000,0.0035630362,1.331984,-11.99,1.6230701,4.322678848648399,-6.6912904,0.6046911,0.794934,Safe
1073258492,0.058191963,1718.4705,38.34,150.78104,4.105799540379216,-7.8802304,858.0533,261.1105,Jamming
510031178,0.072518505,1844.4366,35.18,39.511265,2.6943603269070624,-9.069654,922.1391,181.54158,Jamming
1527049992,2.7439039e-05,317.3351,35.21,8506.366,4.80785831946613,-7.594142,156.81143,182.2194,Jamming
160000000,0.0035609666,1.3721743,-11.4,4.1572695,4.26199428204073,-6.5943217,0.59551704,0.85121673,Safe
100000000,0.0025252185,1.3475119,-11.95,-3.4295914,4.331308718954936,-6.712602,0.65567446,0.79847574,Safe
1682811802,0.046291757,1898.1038,45.55,1124.9071,4.975229478649484,-7.0446987,947.7806,598.963,Jamming
1529444155,3.9373627,458.3946,35.69,222.18607,5.198088216121766,-7.497456,228.64926,192.60468,Jamming
100000000,0.042012528,1.3243859,-11.65,8.615689,4.22903646504037,-6.68648,0.63756895,0.8266266,Safe
160000000,0.084615245,1.3808279,-12.0,-13.068573,4.294953508068965,-6.7437334,0.65556055,0.7939884,Safe
1489878674,1.0354375e-05,636.12427,37.61,6372.444,5.088188867992144,-7.1777477,316.28745,240.15228,Jamming
1860542782,0.066337146,467.20792,35.48,-389.6426,5.198703225787013,-7.139491,233.2344,187.92201,Jamming
70000000,0.045594044,1.355177,-11.63,14.293149,4.217878873640742,-6.6286955,0.6349819,0.8291133,Safe
510600216,1.0354386e-06,697.4916,35.19,-255.93161,4.883638091892107,-7.555299,348.2151,181.72054,Jamming
773308545,1.25014,527.2475,36.17,6200.4297,5.014973677710536,-7.3893595,263.28073,203.49072,Jamming
1561966396,7.71395e-05,478.82605,36.05,10197.189,4.9918622931527725,-7.371413,237.32178,200.77692,Jamming
944992858,0.04766944,1661.4735,45.02,454.85223,5.051006414575977,-6.985737,829.7827,563.8983,Jamming
140000000,0.021155726,1.3813274,-12.06,-4.6564274,4.350404700308731,-6.756801,0.66832846,0.7888821,Safe
140000000,0.013042972,1.3271662,-11.91,0.022956677,4.345172336881266,-6.68515,0.6019552,0.8025998,Safe
1385907929,0.053242277,548.7068,36.21,96.06,5.152209054366676,-7.1015387,272.64062,204.45982,Jamming
675219732,0.00024176821,1175.3536,38.84,38.30599,4.7052326010178485,-7.3373003,586.9598,276.5713,Jamming
774355968,0.19827665,1717.475,45.23,412.40842,5.042299816378312,-6.9918137,857.6282,577.22156,Jamming
100000000,0.04727615,1.340445,-11.47,5.8331537,4.369499693963295,-6.6311603,0.5850401,0.8447079,Safe
120000000,0.0068481667,1.3830835,-11.87,-4.6020327,4.29835039931315,-6.7872705,0.61748564,0.8060819,Safe
1176624555,0.035197545,906.8973,38.48,23.438034,4.921870133139202,-7.195144,452.42188,265.48688,Jamming
646841822,0.050499737,775.03705,37.91,110.02535,4.987631676740045,-7.0942554,387.41147,248.54906,Jamming
160000000,0.0052299574,1.2553986,-11.76,1.6448189,4.383363224808506,-6.594395,0.55738485,0.8165686,Safe
1131230144,0.0058225095,2118.8486,46.59,188.36174,4.984892466124679,-7.027892,1058.2654,675.1904,Jamming
120000000,0.042012528,1.3708932,-11.55,20.85211,4.24813164879425,-6.6945953,0.6526566,0.8364002,Safe
1888696025,0.9219062,1132.9445,41.22,146.4887,4.991781989084432,-7.1017885,565.91534,363.928,Jamming
1632852452,8.749369e-05,900.60095,36.11,27.092583,4.7013767705010485,-7.6301627,449.8582,202.01646,Jamming
1008827271,0.9663338,839.2181,38.51,1583.2942,4.993865202228707,-7.2361426,418.36554,266.36087,Jamming
671451760,8.6458276e-05,696.9575,35.99,53.71907,4.94837814969475,-7.3464894,347.85068,199.35994,Jamming
120000000,0.019983996,1.3800267,-11.8,-2.0977397,4.397226059980408,-6.6835146,0.6098347,0.8130709,Safe
847630611,0.12081843,1470.7844,35.64,42.405678,3.461411285784459,-8.518193,734.9827,191.42911,Jamming
1954955354,0.46886384,632.481,37.1,1821.7643,5.066600831080029,-7.2755814,315.21875,226.48228,Jamming
140000000,0.1013285,1.3368032,-12.23,-18.572685,4.320843737165196,-6.738087,0.6334812,0.7738307,Safe
1833193718,0.1347344,1422.8624,35.16,33.551205,3.030214152793088,-8.886321,711.09375,181.07983,Jamming
90000000,0.13266356,1.328103,-11.68,0.34061474,4.289720463666424,-6.6416764,0.62986755,0.8240221,Safe
1466230603,0.03331141,2047.9744,41.79,-80.098434,4.470433974328944,-7.535921,1022.9312,388.7787,Jamming
120000000,0.1473495,1.2440146,-11.68,-11.219654,4.378130291744668,-6.6582975,0.58898354,0.82416487,Safe
140000000,0.027899142,1.3257337,-12.06,9.28711,4.3728983383151245,-6.7485003,0.5876279,0.7887049,Safe
100000000,0.04468664,1.3825526,-11.86,12.475765,4.226509558924566,-6.6909094,0.65132105,0.80729103,Safe
70000000,0.034749713,1.2966293,-11.62,3.8377957,4.341774401066207,-6.6922755,0.5795763,0.8297237,Safe
917229141,0.05861082,503.80072,35.88,185.94324,5.132512304002402,-7.267893,251.51645,196.88898,Jamming
120000000,0.08852302,1.3286446,-11.74,2.5714571,4.364267212548612,-6.768835,0.6164391,0.81861097,Safe
1866026540,0.018284064,2063.1284,43.56,-122.71561,4.682167342014117,-7.3330116,1029.5028,476.15836,Jamming
988344727,0.073292844,2041.641,46.37,714.24786,5.006181337351345,-7.0155907,1017.44135,658.6216,Jamming
90000000,0.10790068,1.3796252,-11.68,7.509717,4.279255444038034,-6.663823,0.685434,0.8239818,Safe
999374571,0.03788048,1887.9758,36.86,-6.5464435,3.606691731260329,-8.279446,943.63873,220.36143,Jamming
1328104550,0.02213193,2050.78,44.76,-8.175974,4.832740533533274,-7.194294,1022.89276,546.96625,Jamming
90000000,0.0047304137,1.3725792,-11.8,-14.783935,4.306981851833513,-6.7891054,0.6288992,0.8131529,Safe
1929499878,0.07740305,1699.1862,35.83,52.664505,3.367681668715281,-8.523258,849.18805,195.70111,Jamming
100000000,0.009778539,1.2815275,-12.45,1.3497124,4.326076811890154,-6.7777705,0.5988619,0.75441176,Safe
563045800,0.0322036,705.3972,37.76,-67.80297,5.069155186769876,-7.045448,351.0143,244.37054,Jamming
140000000,0.04941626,1.2513729,-11.74,-4.4597535,4.38676116116519,-6.6146255,0.5419234,0.818932,Safe
499718551,0.00043900387,2521.8167,47.31,64.50319,4.901331012136414,-7.082487,1258.3495,733.3483,Jamming
120000000,0.054467447,1.3142531,-11.36,14.895865,4.294952901956431,-6.619565,0.6172054,0.8552753,Safe
100000000,0.011544797,1.3808589,-11.55,-12.659907,4.275857501752201,-6.72564,0.6483274,0.83694035,Safe
90000000,0.007890636,1.1716549,-12.4,13.676592,4.391993501626677,-6.6645274,0.56208116,0.7582272,Safe
100000000,0.012412687,1.3733087,-11.74,19.143995,4.289720700434671,-6.631548,0.6269354,0.8189146,Safe
1961804131,0.03316088,652.1984,36.42,325.04346,4.98526580731493,-7.174966,325.58475,209.4346,Jamming
1689972518,0.095662095,1565.2634,35.72,-121.38527,3.392905818288585,-8.529715,782.4045,193.2816,Jamming
532816391,1.6049271e-05,320.33005,35.21,1753.7507,4.83837219730279,-7.578313,155.63422,182.15056,Jamming
140000000,0.19620918,1.3385589,-12.07,0.27854484,4.2844870588935695,-6.720334,0.6557758,0.78795075,Safe
1094525836,0.00046902843,1280.0619,42.59,-75.078415,5.040104033269465,-6.9801707,639.4126,425.93158,Jamming
1473447294,0.01461648,2052.5706,45.09,135.38214,4.850064286488127,-7.1298656,1024.8651,568.2802,Jamming
160000000,0.043382343,1.3139677,-11.43,3.193754,4.383363043384643,-6.693634,0.61369425,0.8477787,Safe
120000000,0.022830848,1.2944809,-11.46,-5.375625,4.289720331562599,-6.721719,0.5944918,0.84551877,Safe
983293300,0.00019465813,1579.7443,43.56,-188.88824,4.940795655206714,-7.0750146,787.51465,476.30484,Jamming
978084015,0.02908828,982.35205,40.02,-32.42851,5.005260889971236,-7.035875,489.5264,316.88715,Jamming
